ddate,returnid,shipmentid,transactionid
2/18/2016,51044,,
3/2/2017,51136,,
3/13/2016,51409,,
2/16/2017,51799,,
8/5/2015,51825,,
3/3/2017,51740,,
3/1/2016,51727,,
9/19/2014,51733,,
6/18/2015,51071,,
6/21/2014,51936,,
10/17/2016,51077,,
1/26/2016,51488,,
6/14/2014,51988,,
10/7/2015,51626,,
9/30/2015,51263,,
1/6/2015,51427,,
7/12/2015,51345,,
7/16/2015,51579,,
3/25/2015,51429,,
3/21/2016,51701,,
2/3/2016,51495,,
11/1/2015,51981,,
11/13/2014,51875,,
12/1/2015,51839,,
1/29/2016,51309,,
8/20/2014,51517,,
3/7/2015,51094,,
12/28/2014,51350,,
1/19/2016,51582,,
5/29/2016,51779,,
11/25/2015,51226,,
12/29/2015,51354,,
9/22/2015,51605,,
7/18/2014,51847,,
9/14/2015,51885,,
6/19/2014,51350,,
8/3/2014,51642,,
3/6/2016,51888,,
3/19/2015,51400,,
10/3/2014,51519,,
7/19/2014,51092,,
3/1/2015,51976,,
8/11/2015,51998,,
1/9/2015,51125,,
7/7/2014,51371,,
9/2/2016,51388,,
8/9/2015,51145,,
8/23/2015,51782,,
1/18/2015,51076,,
6/19/2014,51034,,
2/8/2017,51190,,
6/28/2014,51137,,
9/6/2016,51893,,
1/15/2017,51284,,
10/6/2014,51847,,
9/2/2015,51386,,
7/8/2016,51279,,
11/25/2015,51739,,
6/10/2014,51987,,
10/17/2014,51074,,
8/7/2014,51660,,
9/19/2016,51781,,
5/12/2016,51443,,
7/28/2016,51897,,
8/30/2014,51648,,
5/1/2015,51496,,
5/3/2014,51858,,
10/25/2015,51126,,
1/21/2016,51335,,
5/20/2016,51313,,
9/10/2015,51432,,
9/5/2016,51126,,
11/8/2015,51720,,
1/17/2017,51451,,
7/22/2015,51600,,
8/24/2015,51624,,
9/12/2016,51954,,
12/26/2014,51467,,
7/13/2014,51615,,
9/7/2014,51606,,
4/7/2014,51768,,
6/14/2014,51120,,
3/17/2016,51429,,
8/22/2015,51401,,
5/17/2014,51095,,
8/29/2014,51483,,
7/10/2014,51009,,
2/7/2017,51983,,
10/29/2016,51459,,
8/24/2015,51183,,
8/17/2014,51101,,
11/19/2016,51616,,
8/19/2015,51459,,
9/8/2016,51245,,
3/31/2015,51671,,
8/20/2014,51884,,
12/20/2014,51355,,
8/16/2016,51846,,
6/22/2014,51260,,
5/10/2015,51343,,
9/6/2015,51997,,
7/22/2016,51806,,
1/25/2015,51837,,
5/21/2014,51548,,
3/2/2016,51147,,
10/2/2014,51134,,
1/1/2015,51739,,
10/21/2014,51431,,
5/22/2014,51107,,
11/1/2015,51061,,
2/7/2015,51084,,
8/22/2016,51522,,
1/29/2017,51896,,
5/13/2015,51946,,
1/26/2016,51787,,
11/30/2015,51275,,
11/18/2014,51915,,
3/18/2017,51247,,
11/18/2015,51597,,
12/31/2014,51591,,
12/9/2016,51868,,
7/1/2016,51988,,
6/9/2016,51523,,
8/26/2015,51409,,
2/7/2015,51694,,
8/13/2015,51437,,
8/7/2016,51966,,
3/10/2016,51936,,
10/21/2014,51531,,
2/7/2015,51412,,
10/6/2015,51358,,
5/30/2016,51254,,
7/18/2014,51990,,
8/30/2016,51908,,
10/3/2015,51763,,
6/3/2016,51841,,
9/29/2016,51907,,
5/16/2015,51616,,
2/19/2015,51917,,
5/11/2014,51299,,
7/12/2015,51383,,
10/4/2016,51515,,
12/30/2014,51539,,
5/22/2015,51770,,
2/6/2016,51575,,
11/9/2016,51732,,
6/27/2016,51530,,
2/23/2016,51090,,
2/12/2017,51409,,
7/23/2016,51518,,
4/22/2015,51445,,
6/24/2015,51614,,
8/18/2015,51508,,
7/11/2016,51002,,
3/10/2015,51577,,
8/21/2015,51970,,
12/13/2015,51390,,
10/15/2016,51688,,
2/5/2017,51422,,
5/6/2015,51588,,
9/29/2014,51774,,
12/31/2016,51962,,
10/31/2016,51571,,
8/23/2016,51416,,
12/18/2016,51710,,
8/26/2015,51017,,
6/13/2015,51192,,
1/6/2015,51221,,
12/7/2014,52587,,
11/23/2015,52185,,
10/2/2016,52243,,
4/29/2015,52697,,
3/15/2016,53000,,
8/5/2015,52107,,
1/6/2015,52241,,
11/23/2015,52991,,
1/5/2015,52356,,
12/20/2015,52268,,
11/18/2015,52749,,
1/28/2017,52711,,
4/25/2016,52849,,
11/28/2014,52918,,
12/4/2014,52553,,
10/29/2015,52339,,
11/23/2014,52198,,
1/15/2016,52230,,
8/29/2014,52739,,
2/15/2017,52953,,
5/17/2014,52996,,
5/21/2016,52311,,
12/22/2016,52418,,
1/15/2015,52422,,
2/26/2015,52882,,
5/12/2016,52180,,
7/27/2016,52708,,
8/23/2014,52857,,
3/3/2017,52209,,
6/1/2015,52736,,
10/30/2015,52110,,
4/1/2017,52106,,
4/18/2015,52130,,
8/31/2015,52980,,
6/15/2016,52331,,
9/26/2016,52301,,
9/25/2016,52816,,
7/22/2015,52464,,
1/30/2015,52202,,
10/9/2015,52269,,
10/30/2015,52326,,
4/18/2016,52467,,
5/19/2014,52407,,
12/6/2016,52475,,
10/16/2014,52256,,
5/18/2015,52563,,
5/18/2014,52831,,
7/29/2015,52175,,
11/8/2014,52411,,
12/23/2016,52068,,
2/22/2017,52792,,
6/7/2015,52669,,
9/18/2014,52916,,
6/23/2014,52221,,
5/23/2014,52513,,
11/25/2015,52205,,
3/25/2016,52353,,
8/21/2015,52549,,
10/20/2014,52970,,
8/13/2015,52326,,
12/27/2016,52194,,
5/15/2015,52872,,
7/28/2015,52096,,
12/24/2015,52869,,
8/15/2015,52910,,
3/8/2015,52910,,
9/12/2015,52955,,
3/26/2016,52230,,
3/19/2015,52455,,
4/24/2015,52090,,
11/22/2016,52383,,
3/31/2016,52111,,
1/1/2016,52261,,
7/3/2016,52226,,
9/2/2016,52823,,
4/13/2016,52118,,
10/1/2015,52915,,
9/28/2014,52448,,
6/6/2016,52292,,
11/21/2016,52026,,
8/29/2016,52084,,
12/7/2016,52883,,
7/5/2015,52585,,
9/24/2014,52749,,
6/29/2014,52328,,
6/28/2016,52477,,
3/5/2017,52462,,
7/15/2014,52728,,
5/23/2014,52229,,
1/26/2016,52028,,
5/21/2015,52084,,
9/16/2016,52632,,
6/2/2016,52231,,
2/5/2016,52801,,
6/24/2014,52213,,
2/11/2015,52575,,
4/11/2015,52707,,
5/18/2014,52705,,
7/21/2016,52674,,
3/29/2017,52644,,
4/23/2015,52897,,
2/19/2017,52403,,
9/10/2015,52595,,
3/13/2017,52411,,
8/20/2016,52806,,
1/1/2017,52851,,
10/21/2015,52699,,
4/9/2015,52072,,
11/13/2014,52613,,
7/18/2014,52615,,
12/8/2015,52794,,
5/23/2016,52076,,
5/26/2014,52145,,
8/3/2015,52793,,
1/6/2017,52877,,
9/27/2014,52363,,
6/5/2014,52257,,
10/1/2015,52802,,
6/18/2015,52587,,
1/23/2015,52067,,
12/30/2016,52135,,
7/8/2015,52855,,
5/25/2016,52139,,
3/25/2015,52346,,
4/7/2014,52610,,
9/28/2014,52904,,
12/14/2014,52203,,
6/4/2016,52899,,
11/30/2016,52761,,
2/18/2015,52504,,
10/25/2014,52171,,
9/24/2015,52026,,
11/28/2015,52257,,
2/17/2016,52143,,
4/11/2015,52914,,
6/14/2014,52949,,
6/20/2015,52807,,
12/20/2014,52407,,
7/23/2014,52454,,
1/20/2017,52150,,
1/24/2017,52748,,
12/17/2014,52447,,
9/6/2015,52638,,
10/27/2016,52799,,
12/16/2014,52910,,
3/6/2017,52755,,
9/19/2015,52148,,
3/29/2017,52998,,
8/6/2015,52284,,
1/31/2016,52382,,
1/5/2016,52192,,
12/30/2015,52633,,
1/2/2015,52090,,
11/3/2016,52412,,
1/15/2017,52566,,
5/12/2014,52628,,
7/4/2015,52227,,
8/22/2014,52867,,
8/1/2014,52300,,
1/27/2016,52824,,
11/4/2014,52697,,
11/21/2014,52674,,
2/10/2015,52712,,
4/12/2015,52742,,
12/10/2016,52718,,
7/29/2014,52418,,
6/4/2014,52784,,
5/12/2016,52151,,
7/16/2016,52099,,
5/31/2016,52152,,
5/18/2016,52183,,
10/23/2014,52174,,
2/6/2017,52378,,
3/8/2016,52901,,
6/13/2016,52489,,
10/3/2015,52030,,
12/21/2014,52860,,
6/19/2016,52688,,
10/15/2016,52743,,
4/16/2015,52367,,
3/5/2017,52425,,
10/5/2016,52559,,
10/2/2015,52019,,
7/20/2015,52257,,
8/15/2014,52658,,
8/20/2015,52347,,
12/6/2016,52081,,
3/19/2016,52414,,
8/7/2014,52329,,
7/24/2016,52772,,
1/5/2016,52249,,
12/31/2016,52776,,
9/3/2014,52659,,
4/9/2014,52858,,
8/17/2014,52474,,
6/16/2016,52224,,
12/26/2015,52036,,
12/20/2016,52428,,
9/13/2016,52325,,
5/20/2016,52544,,
10/6/2014,52231,,
2/21/2016,52300,,
7/12/2016,52104,,
2/3/2016,52535,,
10/20/2016,52267,,
1/9/2017,52394,,
1/14/2017,52674,,
5/22/2015,52133,,
6/25/2014,52910,,
4/30/2014,52510,,
3/5/2015,52964,,
3/10/2017,52290,,
2/24/2017,52130,,
4/12/2014,52248,,
4/6/2015,52054,,
8/6/2015,52320,,
10/20/2015,52047,,
10/23/2016,52782,,
12/8/2014,52717,,
4/10/2016,52614,,
12/3/2014,52038,,
12/27/2016,52543,,
2/21/2015,52216,,
6/29/2014,52990,,
5/25/2015,52229,,
2/14/2015,52793,,
4/28/2015,52695,,
7/26/2014,52830,,
9/15/2015,52734,,
4/24/2014,52130,,
12/6/2015,52726,,
8/29/2016,52676,,
10/13/2015,52991,,
7/6/2014,52818,,
7/5/2015,52855,,
12/16/2014,52478,,
7/1/2016,52518,,
5/28/2016,52148,,
10/8/2015,52179,,
2/23/2016,52135,,
4/20/2014,52990,,
1/11/2015,52814,,
3/20/2016,52822,,
1/3/2015,52667,,
6/25/2016,52190,,
2/14/2015,52250,,
12/14/2016,52592,,
6/29/2015,52107,,
6/20/2015,52921,,
3/24/2017,52287,,
9/19/2014,52598,,
1/9/2015,52022,,
7/6/2014,52451,,
7/13/2015,52202,,
8/30/2014,52896,,
9/22/2016,52446,,
3/9/2015,52468,,
11/23/2015,52089,,
4/25/2015,52988,,
3/26/2015,52319,,
7/4/2016,52620,,
12/21/2016,52531,,
4/22/2014,52088,,
1/18/2015,52239,,
7/2/2014,52379,,
4/19/2014,52315,,
12/31/2015,52145,,
11/28/2016,52769,,
6/3/2015,52103,,
8/12/2014,52301,,
9/2/2014,52653,,
1/6/2016,52137,,
10/20/2016,52009,,
4/22/2016,52719,,
9/7/2015,52013,,
3/24/2017,52089,,
3/1/2015,52507,,
11/1/2014,52875,,
12/17/2015,52494,,
11/20/2016,52762,,
9/12/2015,52275,,
7/27/2016,52288,,
11/20/2014,52816,,
8/3/2015,52344,,
7/23/2014,52831,,
9/7/2016,52900,,
3/14/2017,52724,,
8/5/2016,52192,,
3/4/2016,52190,,
5/18/2015,52494,,
11/5/2015,52943,,
10/8/2016,52775,,
5/9/2016,52285,,
2/12/2015,52900,,
7/21/2015,52591,,
8/3/2016,52282,,
6/18/2015,52874,,
10/15/2016,52604,,
7/21/2015,52349,,
6/13/2016,52435,,
11/8/2014,52915,,
9/12/2015,52709,,
12/16/2014,52949,,
2/22/2017,52544,,
9/5/2015,52912,,
6/26/2016,52453,,
8/9/2015,52135,,
6/6/2016,52575,,
2/16/2016,52690,,
11/7/2014,52274,,
10/23/2014,52822,,
8/7/2015,52210,,
8/7/2015,52990,,
6/27/2014,52252,,
5/1/2014,52703,,
3/8/2016,52884,,
2/24/2016,52125,,
4/18/2016,52151,,
7/19/2015,52110,,
5/11/2015,52136,,
4/25/2016,52993,,
4/18/2014,52486,,
6/1/2015,52725,,
3/30/2015,52302,,
5/21/2014,52122,,
1/17/2017,52386,,
7/31/2016,52966,,
10/3/2016,52645,,
9/25/2016,52984,,
1/3/2016,52562,,
6/29/2015,52483,,
1/5/2016,52682,,
9/24/2016,52574,,
5/14/2014,52547,,
5/3/2015,52967,,
6/25/2016,52876,,
12/11/2014,52219,,
8/13/2016,52634,,
5/7/2014,52460,,
11/16/2014,52751,,
9/2/2015,52325,,
2/22/2016,52306,,
10/17/2015,52958,,
9/17/2016,52626,,
10/19/2015,52208,,
5/4/2016,52574,,
8/30/2015,52266,,
6/20/2016,52899,,
10/17/2016,52858,,
11/16/2016,52533,,
12/22/2016,52699,,
1/7/2016,52070,,
7/20/2015,52711,,
6/11/2016,52133,,
3/15/2016,52025,,
8/16/2014,52696,,
5/5/2014,52224,,
1/13/2015,52051,,
12/6/2014,52307,,
10/6/2016,52135,,
8/14/2014,52273,,
9/13/2016,52594,,
6/16/2016,52902,,
11/6/2015,52303,,
1/18/2015,52296,,
3/1/2015,52744,,
2/18/2015,52406,,
12/14/2016,52466,,
1/20/2015,52362,,
6/19/2016,52069,,
1/13/2015,52206,,
4/12/2016,52164,,
3/16/2017,52796,,
6/25/2014,52238,,
12/27/2015,52127,,
8/9/2015,52096,,
1/3/2017,52401,,
12/13/2015,52329,,
1/24/2016,52372,,
1/26/2017,52783,,
10/22/2015,52472,,
2/28/2015,52583,,
10/26/2015,52255,,
1/1/2016,52540,,
2/16/2015,52232,,
4/18/2016,52752,,
9/15/2015,52292,,
6/12/2016,52838,,
5/5/2014,52370,,
4/16/2014,52459,,
12/1/2016,52093,,
7/12/2015,52211,,
8/12/2014,52712,,
6/29/2014,52351,,
4/29/2015,52291,,
5/12/2014,52881,,
3/12/2017,52049,,
8/5/2015,52841,,
2/23/2015,52615,,
4/9/2015,52473,,
12/26/2015,52281,,
10/10/2015,52443,,
1/13/2017,52384,,
3/25/2016,52369,,
8/30/2015,52398,,
1/11/2016,52230,,
9/3/2015,52379,,
3/7/2016,52673,,
9/15/2015,52797,,
9/14/2016,52429,,
1/21/2016,52278,,
3/3/2016,52129,,
5/4/2015,52503,,
7/29/2015,52956,,
6/16/2016,52421,,
6/1/2016,52159,,
9/22/2016,52382,,
10/19/2015,52722,,
11/9/2015,52899,,
7/17/2015,52191,,
6/10/2016,52618,,
1/24/2015,52394,,
1/3/2016,52267,,
9/22/2016,52705,,
1/18/2015,52268,,
5/1/2015,52231,,
12/23/2015,52332,,
7/3/2014,52599,,
11/5/2016,52301,,
8/27/2015,52382,,
3/8/2016,52633,,
7/12/2014,52514,,
1/6/2017,52710,,
3/17/2016,52630,,
1/21/2017,52586,,
11/24/2015,52947,,
3/21/2015,52363,,
11/30/2015,52470,,
4/26/2015,52450,,
3/17/2016,52026,,
1/16/2016,52588,,
7/19/2016,52284,,
1/4/2015,52796,,
2/26/2016,52378,,
6/12/2015,52188,,
12/27/2014,52080,,
9/25/2016,52506,,
4/8/2015,52409,,
8/7/2016,52701,,
12/7/2016,52834,,
2/27/2015,52482,,
2/17/2015,52008,,
2/9/2015,52725,,
7/7/2016,52956,,
10/2/2015,52278,,
4/16/2016,52523,,
2/26/2017,52417,,
2/28/2015,52615,,
2/18/2017,52659,,
2/12/2017,52575,,
12/21/2015,52068,,
6/7/2015,52793,,
7/10/2014,52089,,
11/2/2015,52520,,
10/21/2014,52318,,
10/13/2016,52004,,
9/7/2015,52699,,
12/3/2015,52075,,
9/26/2015,52459,,
1/3/2017,52868,,
4/18/2015,52499,,
2/21/2015,52741,,
9/11/2015,52753,,
6/29/2014,52467,,
7/2/2016,52501,,
7/26/2015,52450,,
4/12/2015,52992,,
7/3/2016,52147,,
10/4/2015,52396,,
10/8/2014,52784,,
6/3/2014,52815,,
10/20/2014,52043,,
8/3/2014,52939,,
8/19/2016,52246,,
3/6/2015,52300,,
10/9/2015,52135,,
1/16/2015,52839,,
2/9/2017,52675,,
5/2/2015,52048,,
3/30/2016,52808,,
8/12/2016,52532,,
1/26/2016,52681,,
12/5/2016,52038,,
5/11/2016,52520,,
6/21/2015,52319,,
8/18/2015,52116,,
4/30/2014,52878,,
5/4/2016,52631,,
2/28/2017,52507,,
4/17/2015,52110,,
4/20/2014,52352,,
5/30/2014,52317,,
5/29/2015,52136,,
5/20/2016,52600,,
1/13/2016,52948,,
3/22/2015,52806,,
4/9/2016,52135,,
2/14/2016,52154,,
2/27/2015,52985,,
1/18/2016,52680,,
12/22/2015,52614,,
3/30/2015,52582,,
9/13/2014,52319,,
4/24/2014,52499,,
9/24/2016,52412,,
10/21/2014,52085,,
11/7/2014,52990,,
12/13/2015,52708,,
5/14/2015,52303,,
5/30/2015,52317,,
3/30/2015,52651,,
6/21/2016,52077,,
7/8/2015,52299,,
3/8/2017,52428,,
11/9/2015,52562,,
2/16/2016,52323,,
4/19/2014,52311,,
4/27/2014,52144,,
4/30/2014,52641,,
6/4/2016,52450,,
10/27/2015,52862,,
3/25/2015,52491,,
6/15/2015,52352,,
2/18/2015,52950,,
3/9/2015,52323,,
4/5/2014,52084,,
6/30/2015,52198,,
5/17/2015,52749,,
8/23/2016,52155,,
9/26/2015,52727,,
5/11/2016,52264,,
6/28/2015,52551,,
5/5/2016,52037,,
7/8/2015,52637,,
6/10/2015,52833,,
7/4/2016,52767,,
4/16/2016,52241,,
1/28/2015,52312,,
12/20/2016,52964,,
6/17/2016,52644,,
2/14/2017,52319,,
2/20/2015,52618,,
12/5/2015,52455,,
5/23/2016,52347,,
10/3/2015,52991,,
8/10/2015,52361,,
10/11/2015,52569,,
7/3/2015,52933,,
11/13/2015,52110,,
5/2/2014,52507,,
8/29/2015,52613,,
8/20/2015,52234,,
8/9/2016,52177,,
6/3/2015,52198,,
7/29/2014,52403,,
2/21/2017,52288,,
4/18/2015,52633,,
2/1/2017,52532,,
5/3/2015,52784,,
6/15/2016,52166,,
4/2/2015,52060,,
3/7/2016,52822,,
12/3/2016,52687,,
4/12/2014,52781,,
2/3/2017,52103,,
9/13/2016,52239,,
9/26/2016,52270,,
10/3/2016,52264,,
6/20/2014,52987,,
5/24/2014,52539,,
5/19/2015,52114,,
5/7/2015,52404,,
3/2/2016,52412,,
12/18/2015,52664,,
11/22/2014,52880,,
8/19/2016,52556,,
10/29/2014,52131,,
8/24/2016,52779,,
6/30/2014,52508,,
2/26/2015,52725,,
10/12/2015,52932,,
5/21/2014,52288,,
1/30/2015,52658,,
5/30/2014,52536,,
2/5/2016,52246,,
10/12/2015,52677,,
11/25/2016,52472,,
7/5/2016,52491,,
11/8/2015,52878,,
3/16/2016,52707,,
9/7/2016,52065,,
8/31/2014,52842,,
12/28/2014,52442,,
9/9/2015,52816,,
4/16/2014,52583,,
9/18/2016,52838,,
1/31/2017,52863,,
1/22/2017,52671,,
6/16/2014,52314,,
3/4/2016,52111,,
9/5/2016,52539,,
12/12/2014,52885,,
11/8/2015,52518,,
6/9/2015,52315,,
10/27/2015,52927,,
2/27/2017,52123,,
8/20/2015,52544,,
2/26/2017,52400,,
1/18/2017,52685,,
1/19/2016,52645,,
8/13/2015,52801,,
6/2/2016,52750,,
3/29/2017,52636,,
12/24/2014,52194,,
2/12/2016,52831,,
3/25/2016,52871,,
12/30/2014,52889,,
1/16/2015,52994,,
11/23/2015,52358,,
7/3/2014,52397,,
10/10/2015,52558,,
2/19/2016,52631,,
8/28/2016,52089,,
1/16/2015,52071,,
12/31/2015,52911,,
11/12/2016,52415,,
6/9/2014,52844,,
12/6/2015,52106,,
10/13/2016,52248,,
10/4/2015,52791,,
9/30/2015,52126,,
11/11/2015,52457,,
10/4/2016,52600,,
10/17/2015,52277,,
5/21/2016,52041,,
10/16/2015,52021,,
4/10/2015,52371,,
1/20/2017,52445,,
9/25/2016,52183,,
2/14/2015,52390,,
11/4/2016,52229,,
4/14/2014,52216,,
12/6/2015,52018,,
11/6/2016,52642,,
7/30/2016,52911,,
11/13/2016,52070,,
6/30/2015,52571,,
5/11/2015,52280,,
6/24/2014,52665,,
12/15/2015,52487,,
10/22/2016,52453,,
7/10/2014,52757,,
2/6/2016,52120,,
6/12/2015,52757,,
11/7/2016,52302,,
10/17/2014,52422,,
5/11/2014,52110,,
12/2/2014,52240,,
3/17/2016,52953,,
12/27/2016,52446,,
1/19/2016,52115,,
1/17/2016,52011,,
10/18/2015,52400,,
9/10/2014,52874,,
3/18/2016,52372,,
8/15/2015,52487,,
5/15/2016,52812,,
11/23/2016,52585,,
9/18/2014,52732,,
1/2/2015,52467,,
11/15/2014,52992,,
9/26/2016,52318,,
7/20/2016,52070,,
3/26/2016,52224,,
7/26/2015,52296,,
8/20/2015,52717,,
8/19/2016,52246,,
11/4/2016,52397,,
8/25/2014,52536,,
10/29/2015,52760,,
12/17/2015,52831,,
5/17/2016,52565,,
3/28/2015,52291,,
7/11/2014,52693,,
7/8/2014,52386,,
11/3/2016,52282,,
1/21/2015,52198,,
11/19/2015,52327,,
6/8/2015,52417,,
8/25/2014,52726,,
3/15/2017,52446,,
6/5/2015,52608,,
9/18/2014,52659,,
2/17/2016,52037,,
9/26/2015,52577,,
8/18/2015,52881,,
3/6/2017,52865,,
6/17/2014,52002,,
10/31/2016,52869,,
1/15/2015,52573,,
3/30/2016,52481,,
11/3/2015,52471,,
5/17/2016,52222,,
7/11/2014,52991,,
2/5/2017,52556,,
8/25/2014,52911,,
9/30/2016,52775,,
7/2/2014,52395,,
2/3/2017,52165,,
8/7/2016,52465,,
6/26/2016,52352,,
6/17/2014,52331,,
1/11/2015,52187,,
8/6/2015,52730,,
7/6/2015,52467,,
11/28/2014,52790,,
7/24/2016,52426,,
12/13/2015,52920,,
1/30/2017,52718,,
5/5/2015,52597,,
12/20/2016,52576,,
6/12/2015,52202,,
5/15/2014,52271,,
9/5/2014,52074,,
5/4/2014,52280,,
3/12/2017,52396,,
6/10/2014,52153,,
2/8/2016,52988,,
6/21/2014,52889,,
7/1/2015,52703,,
11/30/2016,52795,,
12/18/2014,52280,,
10/6/2016,52457,,
7/13/2016,52458,,
4/6/2015,52378,,
7/14/2015,52853,,
1/27/2017,52509,,
12/20/2016,52123,,
6/17/2016,52823,,
7/21/2014,52728,,
3/29/2016,52513,,
6/22/2016,52652,,
6/5/2016,52419,,
6/3/2014,52399,,
3/7/2016,52480,,
8/15/2015,52644,,
9/2/2015,52865,,
3/6/2016,52807,,
5/13/2016,52733,,
8/19/2015,52410,,
5/13/2015,52936,,
11/2/2014,52734,,
3/12/2016,52817,,
5/13/2015,52638,,
7/15/2015,52129,,
8/3/2014,52387,,
3/30/2017,52971,,
8/25/2015,52396,,
9/21/2016,52132,,
6/8/2014,52228,,
2/24/2016,52759,,
7/19/2014,52475,,
5/31/2015,52767,,
5/17/2016,52477,,
8/21/2016,52756,,
3/12/2017,52384,,
9/28/2015,52362,,
5/1/2014,52676,,
6/28/2016,52075,,
10/26/2015,52242,,
6/13/2016,52870,,
12/26/2015,52946,,
3/14/2015,52573,,
2/22/2015,52105,,
11/6/2016,52448,,
4/16/2014,52650,,
1/19/2015,52495,,
12/11/2016,52159,,
7/17/2016,52451,,
10/6/2014,52256,,
10/10/2014,52852,,
7/23/2014,52723,,
7/29/2014,52582,,
11/18/2015,52518,,
11/5/2015,52441,,
8/29/2016,52394,,
1/5/2017,52831,,
5/7/2014,52886,,
2/8/2015,52935,,
1/24/2017,52159,,
8/13/2016,52994,,
10/20/2016,52471,,
6/17/2014,52743,,
2/20/2016,52003,,
4/7/2014,52862,,
10/12/2016,52007,,
3/16/2017,52670,,
5/30/2016,52217,,
3/20/2015,52209,,
5/10/2015,52731,,
3/2/2017,52600,,
6/12/2014,52655,,
12/8/2014,52385,,
8/31/2015,52503,,
6/7/2015,52856,,
1/11/2016,52299,,
3/21/2017,52295,,
4/10/2015,52848,,
2/18/2017,52609,,
11/26/2016,52528,,
9/14/2016,52955,,
10/12/2016,52324,,
11/16/2014,52411,,
4/29/2016,52902,,
9/19/2014,52832,,
6/8/2015,52223,,
11/15/2014,52713,,
8/3/2016,52307,,
9/19/2016,52088,,
11/11/2015,52119,,
8/30/2014,52710,,
7/28/2015,52976,,
1/8/2016,52669,,
1/8/2015,52371,,
5/6/2016,52907,,
12/29/2015,52150,,
12/28/2016,52620,,
12/19/2016,52246,,
4/28/2016,52330,,
9/14/2015,52471,,
8/29/2015,52038,,
5/30/2015,52962,,
4/23/2016,52534,,
9/26/2015,52946,,
8/12/2016,52696,,
10/17/2016,52667,,
12/4/2014,52361,,
4/12/2014,52124,,
11/17/2014,52386,,
5/25/2015,52640,,
9/5/2015,52472,,
1/25/2017,52139,,
3/4/2016,52200,,
7/6/2016,52694,,
10/21/2014,52907,,
3/15/2015,52836,,
8/30/2014,52167,,
6/1/2015,52034,,
11/7/2015,53000,,
12/25/2016,52062,,
7/24/2016,52778,,
3/27/2015,52269,,
2/14/2017,52971,,
1/22/2017,52828,,
1/6/2016,52303,,
4/6/2014,52973,,
1/21/2016,52391,,
10/5/2015,52785,,
7/19/2016,52784,,
9/3/2015,52468,,
5/16/2016,52433,,
5/27/2014,52618,,
1/27/2017,52771,,
1/18/2016,52987,,
3/4/2017,52175,,
7/15/2016,52223,,
11/29/2015,52924,,
5/9/2016,52863,,
2/10/2016,52245,,
11/27/2014,52496,,
2/3/2017,52469,,
7/22/2014,52434,,
12/29/2014,52897,,
5/17/2015,52831,,
6/12/2015,52193,,
3/2/2017,52014,,
2/25/2015,52144,,
12/8/2016,52699,,
5/7/2014,52410,,
11/24/2014,52113,,
8/15/2016,52645,,
7/6/2015,52113,,
1/28/2017,52846,,
4/16/2014,52367,,
2/29/2016,52284,,
6/10/2014,52877,,
5/3/2015,52156,,
3/23/2016,52018,,
11/6/2015,52792,,
3/20/2015,52496,,
6/28/2015,52806,,
3/21/2015,52906,,
10/2/2016,52464,,
1/27/2015,52830,,
1/15/2015,52812,,
9/24/2014,52473,,
12/5/2015,52993,,
9/1/2015,52224,,
4/30/2014,52485,,
2/10/2016,52336,,
5/17/2015,52858,,
8/11/2014,52997,,
3/19/2016,52925,,
9/19/2015,52339,,
9/23/2015,52957,,
2/24/2015,52869,,
8/12/2014,52942,,
2/13/2015,52165,,
12/9/2015,52164,,
3/13/2017,52788,,
9/8/2015,52889,,
9/28/2016,52422,,
2/2/2017,52171,,
11/8/2016,52851,,
1/10/2017,52549,,
2/19/2017,52595,,
8/23/2014,52410,,
6/21/2016,52451,,
11/12/2016,52276,,
8/18/2014,52455,,
3/24/2015,52037,,
6/10/2016,52867,,
5/14/2014,52410,,
2/21/2016,52028,,
10/5/2014,52455,,
11/19/2016,52745,,
10/9/2016,52056,,
4/24/2014,52397,,
12/21/2014,52891,,
2/12/2015,52927,,
4/13/2016,52850,,
10/22/2015,52486,,
11/11/2015,52091,,
6/7/2015,52702,,
8/4/2015,52569,,
2/28/2015,52900,,
3/18/2015,52235,,
9/11/2015,52197,,
2/3/2016,52798,,
1/1/2017,52009,,
6/11/2016,52071,,
1/12/2015,52033,,
4/15/2015,52605,,
3/30/2016,52740,,
12/5/2016,52281,,
3/8/2016,52954,,
5/21/2016,52363,,
3/24/2016,52213,,
8/20/2016,52270,,
7/27/2015,52708,,
7/12/2014,52995,,
3/29/2015,52860,,
8/27/2014,52532,,
6/1/2015,52864,,
10/12/2016,52742,,
2/7/2017,52730,,
1/24/2017,52249,,
1/13/2015,52988,,
7/23/2014,52355,,
7/25/2015,52004,,
7/4/2016,52370,,
3/27/2017,52958,,
1/15/2015,52552,,
10/25/2016,52938,,
10/5/2016,52981,,
3/22/2017,52892,,
4/25/2014,52805,,
12/22/2014,52429,,
12/23/2014,52257,,
12/18/2016,52099,,
3/21/2017,52898,,
2/26/2016,52982,,
5/14/2016,52538,,
12/9/2015,52891,,
5/2/2014,52320,,
1/12/2017,52636,,
12/5/2014,52216,,
2/1/2015,52570,,
11/13/2015,52719,,
7/20/2014,52624,,
12/25/2014,52140,,
5/23/2015,52335,,
8/26/2014,52905,,
6/4/2015,52311,,
6/4/2016,52253,,
2/25/2015,52668,,
10/9/2014,52891,,
