shipcost,shipmode,shipdate,transactionid,shipmentid
5,Regular Air,8/8/2016,64956,64956
15,express Air,6/27/2014,64957,64957
7,express Air,7/25/2014,64958,64958
3,Deleiivery Truck,6/9/2016,64959,64959
8,Regular Air,2/5/2016,64960,64960
3,Deleiivery Truck,5/6/2016,64961,64961
17,Deleiivery Truck,2/21/2015,64962,64962
14,express Air,7/3/2015,64963,64963
9,express Air,2/22/2015,64964,64964
4,express Air,2/18/2015,64965,64965
13,Deleiivery Truck,11/8/2015,64966,64966
17,express Air,8/18/2015,64967,64967
10,Deleiivery Truck,5/13/2015,64968,64968
13,Deleiivery Truck,5/22/2014,64969,64969
17,Regular Air,5/15/2014,64970,64970
15,express Air,12/17/2014,64971,64971
4,express Air,5/3/2016,64972,64972
8,express Air,5/2/2014,64973,64973
5,Deleiivery Truck,2/9/2017,64974,64974
13,Deleiivery Truck,12/18/2016,64975,64975
2,express Air,11/24/2016,64976,64976
15,express Air,2/3/2015,64977,64977
17,Deleiivery Truck,8/19/2014,64978,64978
10,Deleiivery Truck,9/5/2015,64979,64979
16,express Air,9/25/2015,64980,64980
17,Deleiivery Truck,2/23/2016,64981,64981
3,express Air,8/1/2014,64982,64982
8,express Air,8/18/2015,64983,64983
5,express Air,1/4/2016,64984,64984
5,Regular Air,12/25/2014,64985,64985
9,express Air,10/29/2016,64986,64986
5,Regular Air,3/12/2015,64987,64987
17,Deleiivery Truck,8/9/2016,64988,64988
8,Regular Air,7/19/2014,64989,64989
5,Regular Air,7/2/2015,64990,64990
11,Regular Air,6/2/2015,64991,64991
2,Deleiivery Truck,10/24/2014,64992,64992
19,Regular Air,7/3/2014,64993,64993
3,Deleiivery Truck,11/25/2014,64994,64994
8,Regular Air,11/13/2014,64995,64995
2,Deleiivery Truck,10/24/2014,64996,64996
10,express Air,2/22/2016,64997,64997
14,express Air,8/7/2014,64998,64998
4,Regular Air,2/17/2015,64999,64999
18,Deleiivery Truck,1/7/2016,65000,65000
1,Deleiivery Truck,7/18/2015,65001,65001
19,Regular Air,7/17/2016,65002,65002
5,express Air,10/31/2015,65003,65003
10,Regular Air,11/18/2014,65004,65004
1,Regular Air,7/22/2015,65005,65005
11,express Air,4/6/2014,65006,65006
6,express Air,8/17/2015,65007,65007
9,Deleiivery Truck,10/22/2014,65008,65008
12,Regular Air,7/25/2014,65009,65009
1,Regular Air,6/17/2015,65010,65010
8,Deleiivery Truck,12/11/2015,65011,65011
1,Regular Air,7/15/2016,65012,65012
10,Regular Air,2/22/2015,65013,65013
1,express Air,1/19/2015,65014,65014
16,Deleiivery Truck,3/19/2016,65015,65015
4,express Air,8/6/2016,65016,65016
7,express Air,1/18/2015,65017,65017
1,express Air,7/19/2015,65018,65018
1,Deleiivery Truck,12/23/2015,65019,65019
18,Deleiivery Truck,5/10/2015,65020,65020
2,express Air,1/10/2016,65021,65021
13,Deleiivery Truck,6/20/2014,65022,65022
13,Deleiivery Truck,11/10/2015,65023,65023
8,Deleiivery Truck,3/28/2015,65024,65024
1,express Air,1/18/2015,65025,65025
16,Deleiivery Truck,6/28/2016,65026,65026
13,Deleiivery Truck,1/20/2016,65027,65027
13,Deleiivery Truck,11/19/2014,65028,65028
1,Deleiivery Truck,11/18/2015,65029,65029
8,Regular Air,5/29/2016,65030,65030
13,Deleiivery Truck,10/11/2015,65031,65031
6,Deleiivery Truck,3/4/2016,65032,65032
3,Deleiivery Truck,5/4/2014,65033,65033
9,express Air,4/2/2015,65034,65034
8,Regular Air,2/17/2015,65035,65035
18,Regular Air,2/10/2017,65036,65036
16,Deleiivery Truck,8/10/2014,65037,65037
19,Regular Air,9/26/2016,65038,65038
18,Regular Air,11/26/2014,65039,65039
8,express Air,8/7/2014,65040,65040
19,express Air,8/28/2015,65041,65041
6,Deleiivery Truck,4/25/2016,65042,65042
13,Deleiivery Truck,5/26/2015,65043,65043
8,express Air,6/5/2016,65044,65044
15,Deleiivery Truck,7/15/2015,65045,65045
4,Regular Air,12/7/2014,65046,65046
19,Regular Air,11/23/2014,65047,65047
7,Deleiivery Truck,1/11/2017,65048,65048
16,express Air,10/6/2016,65049,65049
18,express Air,2/28/2017,65050,65050
8,Regular Air,12/1/2016,65051,65051
16,express Air,3/15/2015,65052,65052
14,express Air,7/29/2014,65053,65053
12,Deleiivery Truck,8/21/2015,65054,65054
15,express Air,9/11/2014,65055,65055
15,Regular Air,8/1/2015,65056,65056
12,Regular Air,8/7/2014,65057,65057
19,Deleiivery Truck,7/3/2016,65058,65058
7,Regular Air,11/14/2014,65059,65059
8,express Air,12/16/2016,65060,65060
7,Regular Air,2/1/2017,65061,65061
9,express Air,3/4/2017,65062,65062
12,Deleiivery Truck,5/10/2016,65063,65063
18,Deleiivery Truck,9/27/2015,65064,65064
3,Deleiivery Truck,2/23/2016,65065,65065
17,Regular Air,2/28/2015,65066,65066
7,Deleiivery Truck,4/30/2014,65067,65067
14,express Air,11/22/2014,65068,65068
16,Regular Air,10/21/2015,65069,65069
6,express Air,4/10/2015,65070,65070
19,express Air,2/22/2016,65071,65071
16,Regular Air,10/29/2015,65072,65072
17,Regular Air,2/24/2016,65073,65073
15,express Air,7/17/2014,65074,65074
3,Deleiivery Truck,10/25/2015,65075,65075
12,Deleiivery Truck,9/18/2014,65076,65076
3,express Air,2/12/2015,65077,65077
8,Regular Air,8/30/2014,65078,65078
16,express Air,3/3/2015,65079,65079
16,express Air,9/18/2016,65080,65080
6,Regular Air,10/25/2016,65081,65081
19,Deleiivery Truck,6/15/2015,65082,65082
5,express Air,8/15/2015,65083,65083
19,Deleiivery Truck,6/3/2016,65084,65084
1,Deleiivery Truck,6/19/2014,65085,65085
8,express Air,5/25/2016,65086,65086
11,Regular Air,9/5/2015,65087,65087
9,express Air,5/10/2016,65088,65088
13,express Air,12/28/2015,65089,65089
12,Regular Air,9/9/2015,65090,65090
13,express Air,4/14/2015,65091,65091
4,Deleiivery Truck,11/26/2014,65092,65092
7,Regular Air,7/26/2015,65093,65093
19,express Air,6/3/2016,65094,65094
19,express Air,3/20/2016,65095,65095
9,Deleiivery Truck,1/10/2017,65096,65096
14,Deleiivery Truck,10/28/2015,65097,65097
6,express Air,3/4/2015,65098,65098
17,Deleiivery Truck,10/21/2015,65099,65099
19,Regular Air,2/5/2015,65100,65100
5,Regular Air,6/30/2016,65101,65101
18,Regular Air,2/27/2017,65102,65102
16,Regular Air,9/26/2015,65103,65103
11,express Air,7/10/2016,65104,65104
14,Deleiivery Truck,12/11/2016,65105,65105
19,Regular Air,6/18/2016,65106,65106
13,express Air,3/15/2017,65107,65107
8,Regular Air,10/4/2015,65108,65108
17,Deleiivery Truck,7/29/2015,65109,65109
11,Regular Air,4/16/2016,65110,65110
1,Deleiivery Truck,2/21/2015,65111,65111
6,Deleiivery Truck,10/22/2016,65112,65112
19,Regular Air,8/20/2014,65113,65113
15,Deleiivery Truck,8/1/2015,65114,65114
14,express Air,8/16/2014,65115,65115
1,express Air,6/11/2014,65116,65116
12,Regular Air,8/30/2014,65117,65117
12,express Air,3/22/2017,65118,65118
17,Regular Air,4/28/2014,65119,65119
3,express Air,3/27/2015,65120,65120
7,Deleiivery Truck,11/18/2014,65121,65121
3,express Air,12/30/2016,65122,65122
13,Deleiivery Truck,3/18/2016,65123,65123
10,Regular Air,6/10/2015,65124,65124
9,Regular Air,6/9/2014,65125,65125
5,express Air,9/8/2016,65126,65126
19,Regular Air,9/7/2014,65127,65127
8,Regular Air,1/6/2017,65128,65128
10,Deleiivery Truck,4/24/2015,65129,65129
4,Deleiivery Truck,5/28/2016,65130,65130
18,express Air,8/7/2014,65131,65131
3,Deleiivery Truck,11/2/2016,65132,65132
2,express Air,8/4/2015,65133,65133
18,express Air,10/8/2015,65134,65134
6,express Air,11/11/2016,65135,65135
2,Deleiivery Truck,12/8/2014,65136,65136
8,express Air,3/24/2016,65137,65137
5,Deleiivery Truck,9/20/2014,65138,65138
5,express Air,6/30/2014,65139,65139
19,express Air,7/7/2016,65140,65140
4,Deleiivery Truck,3/16/2016,65141,65141
13,express Air,9/18/2016,65142,65142
4,Deleiivery Truck,11/27/2014,65143,65143
6,Deleiivery Truck,12/1/2014,65144,65144
15,express Air,10/11/2014,65145,65145
14,Deleiivery Truck,11/13/2016,65146,65146
5,Deleiivery Truck,7/24/2014,65147,65147
10,Regular Air,6/29/2014,65148,65148
9,Regular Air,6/20/2014,65149,65149
6,express Air,3/14/2016,65150,65150
2,express Air,3/14/2016,65151,65151
1,Deleiivery Truck,8/16/2016,65152,65152
10,express Air,12/17/2014,65153,65153
4,express Air,1/24/2016,65154,65154
7,Deleiivery Truck,4/13/2015,65155,65155
5,Deleiivery Truck,2/22/2017,65156,65156
16,express Air,1/9/2017,65157,65157
11,express Air,7/5/2015,65158,65158
14,Regular Air,8/9/2014,65159,65159
10,Deleiivery Truck,11/29/2015,65160,65160
12,express Air,11/13/2016,65161,65161
12,Regular Air,6/8/2016,65162,65162
11,Deleiivery Truck,11/21/2016,65163,65163
7,Regular Air,8/22/2015,65164,65164
16,express Air,1/17/2016,65165,65165
12,Regular Air,9/8/2014,65166,65166
1,Regular Air,11/3/2015,65167,65167
9,Regular Air,11/2/2015,65168,65168
5,Regular Air,4/21/2015,65169,65169
2,express Air,1/4/2016,65170,65170
17,express Air,3/26/2017,65171,65171
13,Regular Air,6/24/2014,65172,65172
13,Deleiivery Truck,1/7/2015,65173,65173
8,Deleiivery Truck,4/23/2016,65174,65174
16,express Air,5/5/2015,65175,65175
16,Deleiivery Truck,3/21/2016,65176,65176
13,Deleiivery Truck,11/3/2015,65177,65177
14,express Air,10/4/2015,65178,65178
3,express Air,1/17/2017,65179,65179
7,express Air,3/17/2017,65180,65180
2,Deleiivery Truck,4/19/2014,65181,65181
2,express Air,12/28/2014,65182,65182
3,Regular Air,10/16/2014,65183,65183
2,express Air,2/16/2016,65184,65184
6,Regular Air,5/8/2014,65185,65185
13,express Air,12/7/2015,65186,65186
8,Regular Air,3/19/2015,65187,65187
16,express Air,8/20/2016,65188,65188
17,express Air,3/18/2016,65189,65189
15,express Air,9/30/2015,65190,65190
8,Deleiivery Truck,5/12/2016,65191,65191
2,Regular Air,11/24/2016,65192,65192
18,Regular Air,6/25/2016,65193,65193
17,express Air,9/2/2014,65194,65194
1,express Air,8/27/2014,65195,65195
1,Deleiivery Truck,6/24/2016,65196,65196
11,Regular Air,6/10/2014,65197,65197
19,Deleiivery Truck,3/24/2016,65198,65198
19,Deleiivery Truck,9/5/2014,65199,65199
2,express Air,5/23/2014,65200,65200
9,Regular Air,12/20/2015,65201,65201
7,Regular Air,11/6/2015,65202,65202
10,Deleiivery Truck,1/21/2017,65203,65203
5,express Air,4/2/2015,65204,65204
18,express Air,2/26/2017,65205,65205
2,express Air,1/20/2017,65206,65206
4,express Air,4/18/2015,65207,65207
18,Regular Air,12/30/2015,65208,65208
16,express Air,6/4/2014,65209,65209
5,Regular Air,11/13/2015,65210,65210
14,Deleiivery Truck,10/8/2016,65211,65211
3,Deleiivery Truck,9/29/2016,65212,65212
8,express Air,7/2/2016,65213,65213
8,express Air,2/23/2016,65214,65214
4,Deleiivery Truck,7/1/2014,65215,65215
16,Deleiivery Truck,6/19/2015,65216,65216
11,Regular Air,10/19/2016,65217,65217
17,Deleiivery Truck,6/10/2016,65218,65218
10,Regular Air,3/13/2015,65219,65219
7,Deleiivery Truck,5/3/2015,65220,65220
5,Regular Air,5/12/2015,65221,65221
12,Deleiivery Truck,3/27/2017,65222,65222
8,Regular Air,2/27/2015,65223,65223
14,express Air,2/4/2016,65224,65224
6,Deleiivery Truck,2/17/2016,65225,65225
6,Deleiivery Truck,8/22/2015,65226,65226
15,express Air,4/25/2014,65227,65227
8,Regular Air,7/29/2014,65228,65228
14,Regular Air,5/10/2014,65229,65229
13,Regular Air,10/31/2016,65230,65230
5,express Air,1/13/2016,65231,65231
15,Deleiivery Truck,5/17/2015,65232,65232
7,express Air,12/26/2015,65233,65233
13,Regular Air,2/2/2016,65234,65234
18,Deleiivery Truck,1/1/2016,65235,65235
10,Regular Air,8/22/2015,65236,65236
15,Deleiivery Truck,12/11/2016,65237,65237
16,Regular Air,8/29/2015,65238,65238
2,express Air,7/5/2016,65239,65239
4,Regular Air,12/21/2014,65240,65240
17,Regular Air,3/6/2015,65241,65241
18,express Air,11/26/2015,65242,65242
6,Deleiivery Truck,6/27/2015,65243,65243
19,express Air,8/20/2014,65244,65244
8,Deleiivery Truck,8/20/2016,65245,65245
18,Regular Air,7/24/2014,65246,65246
7,Deleiivery Truck,3/21/2015,65247,65247
1,express Air,8/23/2015,65248,65248
2,Regular Air,8/29/2015,65249,65249
8,Deleiivery Truck,4/9/2015,65250,65250
7,express Air,5/18/2015,65251,65251
3,Deleiivery Truck,8/11/2016,65252,65252
19,Regular Air,1/10/2016,65253,65253
2,Deleiivery Truck,12/25/2016,65254,65254
5,Regular Air,12/23/2014,65255,65255
16,Regular Air,11/20/2015,65256,65256
18,express Air,10/29/2016,65257,65257
4,Deleiivery Truck,7/26/2016,65258,65258
10,Deleiivery Truck,9/9/2014,65259,65259
4,Deleiivery Truck,7/26/2016,65260,65260
6,Deleiivery Truck,4/16/2014,65261,65261
6,express Air,9/29/2014,65262,65262
9,Regular Air,7/11/2016,65263,65263
5,Regular Air,5/9/2016,65264,65264
9,Deleiivery Truck,10/9/2014,65265,65265
7,express Air,7/22/2016,65266,65266
16,express Air,10/18/2014,65267,65267
15,Regular Air,1/1/2015,65268,65268
5,express Air,8/8/2016,65269,65269
15,Deleiivery Truck,3/8/2017,65270,65270
1,Deleiivery Truck,1/22/2016,65271,65271
10,express Air,9/10/2015,65272,65272
17,Regular Air,9/4/2016,65273,65273
2,Regular Air,8/20/2016,65274,65274
12,Deleiivery Truck,7/16/2016,65275,65275
4,Regular Air,12/16/2016,65276,65276
16,Deleiivery Truck,2/6/2015,65277,65277
8,Regular Air,2/4/2017,65278,65278
16,Regular Air,4/18/2016,65279,65279
4,express Air,2/26/2016,65280,65280
8,express Air,5/22/2014,65281,65281
8,Regular Air,3/17/2017,65282,65282
14,Deleiivery Truck,3/10/2017,65283,65283
6,Regular Air,2/28/2015,65284,65284
5,Deleiivery Truck,10/30/2016,65285,65285
5,express Air,11/27/2016,65286,65286
16,Regular Air,5/5/2015,65287,65287
7,Regular Air,7/21/2014,65288,65288
8,Regular Air,3/19/2016,65289,65289
19,Deleiivery Truck,11/4/2016,65290,65290
17,Deleiivery Truck,11/7/2015,65291,65291
6,express Air,9/22/2016,65292,65292
8,Deleiivery Truck,2/15/2017,65293,65293
7,Regular Air,6/16/2015,65294,65294
15,Regular Air,12/15/2016,65295,65295
4,Regular Air,9/14/2016,65296,65296
11,Deleiivery Truck,2/26/2017,65297,65297
1,Regular Air,1/31/2016,65298,65298
19,Deleiivery Truck,4/28/2014,65299,65299
19,Regular Air,6/16/2016,65300,65300
4,Regular Air,11/20/2014,65301,65301
14,Regular Air,1/18/2015,65302,65302
14,Deleiivery Truck,10/16/2015,65303,65303
14,Regular Air,11/23/2014,65304,65304
14,express Air,9/13/2016,65305,65305
2,Regular Air,8/22/2016,65306,65306
1,express Air,6/10/2016,65307,65307
2,express Air,7/12/2016,65308,65308
3,Regular Air,8/19/2014,65309,65309
7,Deleiivery Truck,8/28/2016,65310,65310
1,express Air,6/10/2015,65311,65311
10,express Air,3/11/2015,65312,65312
5,Deleiivery Truck,1/3/2017,65313,65313
4,Regular Air,8/21/2014,65314,65314
12,express Air,10/13/2015,65315,65315
10,express Air,6/2/2016,65316,65316
3,express Air,3/14/2015,65317,65317
7,express Air,9/20/2016,65318,65318
10,Deleiivery Truck,10/30/2016,65319,65319
5,Deleiivery Truck,8/25/2016,65320,65320
4,Deleiivery Truck,8/6/2016,65321,65321
2,Regular Air,12/12/2014,65322,65322
5,express Air,12/6/2016,65323,65323
19,Regular Air,2/19/2017,65324,65324
9,Deleiivery Truck,8/13/2015,65325,65325
1,Deleiivery Truck,11/6/2014,65326,65326
4,express Air,10/28/2015,65327,65327
8,Regular Air,5/31/2016,65328,65328
16,Regular Air,4/17/2016,65329,65329
18,Regular Air,6/7/2014,65330,65330
12,express Air,7/16/2015,65331,65331
6,Regular Air,7/20/2016,65332,65332
11,Deleiivery Truck,9/24/2014,65333,65333
9,Deleiivery Truck,9/25/2016,65334,65334
4,Deleiivery Truck,10/3/2015,65335,65335
19,Deleiivery Truck,5/14/2014,65336,65336
14,Regular Air,1/5/2015,65337,65337
5,Regular Air,8/1/2014,65338,65338
17,Regular Air,6/17/2014,65339,65339
8,Deleiivery Truck,1/20/2017,65340,65340
13,express Air,8/27/2016,65341,65341
9,express Air,4/19/2014,65342,65342
12,Regular Air,6/3/2014,65343,65343
16,express Air,12/5/2016,65344,65344
7,express Air,9/10/2015,65345,65345
8,express Air,3/24/2015,65346,65346
10,express Air,2/28/2015,65347,65347
8,express Air,8/14/2016,65348,65348
12,express Air,3/19/2017,65349,65349
7,Regular Air,7/21/2015,65350,65350
3,Deleiivery Truck,11/23/2014,65351,65351
10,Regular Air,10/22/2016,65352,65352
1,Deleiivery Truck,8/31/2016,65353,65353
12,Deleiivery Truck,11/4/2014,65354,65354
3,Deleiivery Truck,12/30/2015,65355,65355
13,Regular Air,6/22/2015,65356,65356
11,Deleiivery Truck,6/24/2015,65357,65357
17,Deleiivery Truck,1/13/2016,65358,65358
12,Deleiivery Truck,6/13/2015,65359,65359
5,Regular Air,3/6/2015,65360,65360
15,Deleiivery Truck,4/20/2016,65361,65361
1,express Air,10/2/2014,65362,65362
7,Regular Air,11/13/2016,65363,65363
17,Deleiivery Truck,7/3/2015,65364,65364
14,Regular Air,6/12/2016,65365,65365
19,express Air,4/9/2015,65366,65366
18,Deleiivery Truck,2/1/2017,65367,65367
12,Regular Air,2/26/2017,65368,65368
4,Deleiivery Truck,9/24/2014,65369,65369
3,express Air,10/27/2014,65370,65370
15,express Air,1/29/2016,65371,65371
1,Deleiivery Truck,9/30/2015,65372,65372
14,Deleiivery Truck,6/22/2015,65373,65373
16,express Air,12/19/2016,65374,65374
19,Deleiivery Truck,9/5/2015,65375,65375
18,Deleiivery Truck,9/12/2015,65376,65376
3,Deleiivery Truck,12/3/2014,65377,65377
4,express Air,8/18/2016,65378,65378
12,Regular Air,3/16/2017,65379,65379
18,Regular Air,4/15/2015,65380,65380
19,Deleiivery Truck,12/3/2014,65381,65381
18,Regular Air,6/15/2015,65382,65382
13,Regular Air,3/26/2016,65383,65383
6,Regular Air,12/25/2016,65384,65384
17,Regular Air,2/27/2017,65385,65385
1,Deleiivery Truck,10/16/2015,65386,65386
8,express Air,8/21/2014,65387,65387
10,express Air,8/20/2016,65388,65388
15,express Air,5/3/2014,65389,65389
7,Regular Air,6/19/2016,65390,65390
17,Deleiivery Truck,6/1/2014,65391,65391
16,express Air,10/23/2014,65392,65392
16,express Air,7/5/2014,65393,65393
2,Deleiivery Truck,3/16/2017,65394,65394
12,Regular Air,3/12/2016,65395,65395
11,express Air,2/8/2016,65396,65396
19,Regular Air,7/4/2015,65397,65397
7,express Air,2/20/2015,65398,65398
4,Regular Air,3/11/2017,65399,65399
4,express Air,6/27/2015,65400,65400
5,express Air,5/24/2014,65401,65401
13,Regular Air,11/10/2014,65402,65402
18,express Air,6/5/2014,65403,65403
19,express Air,6/15/2015,65404,65404
2,express Air,9/27/2014,65405,65405
16,Deleiivery Truck,10/28/2015,65406,65406
1,Deleiivery Truck,10/27/2015,65407,65407
15,Deleiivery Truck,1/31/2015,65408,65408
17,Deleiivery Truck,9/26/2015,65409,65409
14,express Air,8/13/2014,65410,65410
3,express Air,10/7/2016,65411,65411
10,Regular Air,1/13/2017,65412,65412
9,Regular Air,8/26/2015,65413,65413
18,Regular Air,7/14/2015,65414,65414
15,express Air,10/9/2014,65415,65415
6,Regular Air,8/21/2015,65416,65416
10,Deleiivery Truck,3/14/2017,65417,65417
16,Deleiivery Truck,9/19/2014,65418,65418
3,express Air,8/21/2015,65419,65419
15,express Air,9/15/2016,65420,65420
5,express Air,8/8/2014,65421,65421
16,express Air,3/27/2015,65422,65422
8,express Air,2/1/2015,65423,65423
3,Deleiivery Truck,3/27/2015,65424,65424
7,Deleiivery Truck,5/7/2015,65425,65425
15,express Air,9/5/2016,65426,65426
11,Deleiivery Truck,8/25/2015,65427,65427
13,Deleiivery Truck,6/27/2014,65428,65428
18,Deleiivery Truck,1/17/2015,65429,65429
14,Regular Air,1/15/2016,65430,65430
7,express Air,8/7/2014,65431,65431
14,Deleiivery Truck,4/10/2016,65432,65432
3,Regular Air,2/23/2015,65433,65433
2,Regular Air,5/26/2016,65434,65434
6,Deleiivery Truck,5/24/2015,65435,65435
4,express Air,2/6/2017,65436,65436
5,Deleiivery Truck,1/2/2017,65437,65437
10,Regular Air,8/7/2015,65438,65438
11,express Air,7/24/2014,65439,65439
12,express Air,4/20/2016,65440,65440
15,express Air,12/8/2016,65441,65441
5,Regular Air,10/25/2015,65442,65442
11,Regular Air,3/1/2016,65443,65443
5,Regular Air,10/10/2015,65444,65444
3,Deleiivery Truck,10/24/2014,65445,65445
12,Regular Air,12/1/2015,65446,65446
12,Deleiivery Truck,9/7/2015,65447,65447
19,Regular Air,5/14/2015,65448,65448
1,Deleiivery Truck,4/18/2016,65449,65449
7,Deleiivery Truck,10/11/2016,65450,65450
14,express Air,10/16/2016,65451,65451
16,Regular Air,4/16/2015,65452,65452
2,Deleiivery Truck,11/20/2014,65453,65453
1,express Air,10/20/2016,65454,65454
13,Deleiivery Truck,7/17/2016,65455,65455
5,express Air,5/8/2014,65456,65456
7,Regular Air,3/19/2017,65457,65457
19,Deleiivery Truck,4/29/2014,65458,65458
2,Deleiivery Truck,2/26/2015,65459,65459
3,Deleiivery Truck,12/26/2016,65460,65460
3,express Air,11/22/2014,65461,65461
16,express Air,8/26/2016,65462,65462
12,Regular Air,10/2/2016,65463,65463
11,express Air,8/18/2014,65464,65464
5,express Air,5/21/2015,65465,65465
3,Regular Air,10/11/2015,65466,65466
6,express Air,1/29/2017,65467,65467
7,Deleiivery Truck,5/30/2014,65468,65468
14,Deleiivery Truck,10/30/2016,65469,65469
13,Regular Air,6/7/2014,65470,65470
8,Deleiivery Truck,10/13/2016,65471,65471
17,Deleiivery Truck,5/16/2016,65472,65472
8,Regular Air,3/27/2016,65473,65473
2,express Air,3/20/2016,65474,65474
4,express Air,5/27/2014,65475,65475
9,express Air,2/16/2016,65476,65476
3,express Air,5/9/2015,65477,65477
7,express Air,3/25/2015,65478,65478
8,express Air,2/4/2015,65479,65479
7,Deleiivery Truck,8/21/2016,65480,65480
3,Deleiivery Truck,11/28/2016,65481,65481
4,Regular Air,11/10/2014,65482,65482
19,Regular Air,6/22/2016,65483,65483
14,Regular Air,1/21/2016,65484,65484
9,Deleiivery Truck,6/29/2015,65485,65485
5,Regular Air,7/17/2016,65486,65486
9,Deleiivery Truck,7/22/2016,65487,65487
11,Deleiivery Truck,8/15/2014,65488,65488
10,express Air,12/26/2014,65489,65489
17,Regular Air,3/21/2017,65490,65490
12,Deleiivery Truck,5/27/2015,65491,65491
11,Deleiivery Truck,2/16/2016,65492,65492
17,Deleiivery Truck,12/26/2014,65493,65493
5,express Air,12/6/2016,65494,65494
7,express Air,5/1/2014,65495,65495
2,express Air,5/26/2015,65496,65496
9,Deleiivery Truck,8/3/2015,65497,65497
17,Deleiivery Truck,6/22/2016,65498,65498
7,Regular Air,10/27/2015,65499,65499
16,Deleiivery Truck,8/26/2014,65500,65500
15,express Air,5/19/2014,65501,65501
16,Regular Air,5/3/2015,65502,65502
13,express Air,11/20/2015,65503,65503
3,Deleiivery Truck,7/3/2014,65504,65504
14,express Air,4/16/2015,65505,65505
5,Regular Air,11/13/2014,65506,65506
9,express Air,6/17/2016,65507,65507
14,Regular Air,8/26/2015,65508,65508
7,Regular Air,11/19/2015,65509,65509
3,Deleiivery Truck,8/23/2014,65510,65510
4,Deleiivery Truck,7/20/2016,65511,65511
14,Regular Air,6/22/2015,65512,65512
2,Deleiivery Truck,12/19/2015,65513,65513
8,Regular Air,4/3/2016,65514,65514
16,Deleiivery Truck,4/22/2016,65515,65515
17,Regular Air,2/17/2016,65516,65516
17,Deleiivery Truck,3/1/2017,65517,65517
11,Deleiivery Truck,5/8/2014,65518,65518
17,Regular Air,12/31/2014,65519,65519
1,express Air,5/31/2016,65520,65520
19,Deleiivery Truck,4/25/2015,65521,65521
1,Regular Air,9/30/2016,65522,65522
1,Deleiivery Truck,11/6/2016,65523,65523
10,Deleiivery Truck,3/9/2016,65524,65524
13,Regular Air,10/26/2014,65525,65525
14,Deleiivery Truck,6/11/2014,65526,65526
8,express Air,7/7/2015,65527,65527
3,Regular Air,5/30/2015,65528,65528
5,express Air,2/27/2015,65529,65529
10,Regular Air,10/22/2015,65530,65530
15,Deleiivery Truck,11/30/2016,65531,65531
11,Regular Air,3/8/2017,65532,65532
11,Regular Air,6/10/2016,65533,65533
11,Regular Air,8/5/2015,65534,65534
16,express Air,9/22/2014,65535,65535
13,Regular Air,1/2/2015,65536,65536
15,Regular Air,8/6/2016,65537,65537
4,express Air,4/7/2015,65538,65538
1,Regular Air,10/15/2015,65539,65539
11,express Air,4/11/2014,65540,65540
12,express Air,10/23/2016,65541,65541
16,Regular Air,5/25/2015,65542,65542
7,Regular Air,5/18/2016,65543,65543
11,Regular Air,9/12/2014,65544,65544
17,Deleiivery Truck,9/19/2014,65545,65545
6,Regular Air,12/11/2016,65546,65546
16,Regular Air,12/29/2014,65547,65547
10,Deleiivery Truck,3/25/2017,65548,65548
8,Deleiivery Truck,2/2/2015,65549,65549
8,Regular Air,8/11/2015,65550,65550
5,Regular Air,2/15/2016,65551,65551
6,Deleiivery Truck,7/19/2016,65552,65552
6,Regular Air,1/10/2017,65553,65553
8,express Air,12/26/2016,65554,65554
1,Regular Air,12/18/2015,65555,65555
7,Deleiivery Truck,10/20/2015,65556,65556
14,Deleiivery Truck,1/16/2016,65557,65557
9,express Air,10/15/2014,65558,65558
1,Regular Air,4/8/2014,65559,65559
9,Deleiivery Truck,11/5/2014,65560,65560
15,Regular Air,8/29/2015,65561,65561
6,express Air,6/1/2016,65562,65562
16,express Air,2/5/2015,65563,65563
5,Regular Air,1/31/2016,65564,65564
1,Deleiivery Truck,11/10/2016,65565,65565
16,Regular Air,6/6/2016,65566,65566
11,express Air,8/25/2015,65567,65567
14,Regular Air,5/7/2014,65568,65568
16,Deleiivery Truck,1/19/2016,65569,65569
7,express Air,1/21/2015,65570,65570
9,Regular Air,11/2/2015,65571,65571
2,Regular Air,7/30/2014,65572,65572
13,express Air,10/26/2016,65573,65573
4,Deleiivery Truck,6/25/2014,65574,65574
9,express Air,2/4/2016,65575,65575
7,express Air,5/2/2016,65576,65576
15,Regular Air,3/22/2017,65577,65577
3,Regular Air,5/11/2014,65578,65578
7,Regular Air,3/24/2017,65579,65579
13,Regular Air,7/23/2016,65580,65580
10,Regular Air,8/4/2016,65581,65581
13,express Air,10/24/2015,65582,65582
5,express Air,10/22/2015,65583,65583
12,Deleiivery Truck,11/21/2014,65584,65584
19,express Air,3/3/2015,65585,65585
18,Regular Air,1/3/2015,65586,65586
17,express Air,2/22/2015,65587,65587
10,express Air,12/18/2014,65588,65588
10,Regular Air,11/13/2015,65589,65589
12,Deleiivery Truck,11/23/2014,65590,65590
15,Deleiivery Truck,1/23/2016,65591,65591
5,express Air,4/20/2015,65592,65592
18,Deleiivery Truck,5/28/2014,65593,65593
14,Deleiivery Truck,9/3/2015,65594,65594
13,Deleiivery Truck,9/23/2015,65595,65595
11,Regular Air,11/4/2016,65596,65596
3,express Air,12/17/2016,65597,65597
9,express Air,7/7/2014,65598,65598
11,express Air,12/21/2016,65599,65599
